date_created,date_updated,BET_ID,DRIVER_ID,PLAYER_ID,RACE_ID,user_id,Race Finish,first_pick
2024-02-23 15:59:58.040850,2024-02-23 18:31:57.717965,1,15,1,1,1,32,1
2024-02-23 16:00:21.816057,2024-02-23 18:31:48.040926,2,40,2,1,1,14,0
2024-02-23 17:53:16.085167,2024-02-26 00:25:30.174114,3,15,2,2,1,28,1
2024-02-23 17:53:24.796572,2024-02-26 00:25:43.260297,4,29,1,2,1,32,1
2024-02-24 00:35:15.821996,2024-02-24 00:35:15.821996,5,44,1,3,1,0,1
2024-02-24 00:36:10.772400,2024-02-25 14:00:55.531270,6,44,2,3,1,0,0
